emp_id,department,job_role,job_level,business_travel,over_time,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
RM504,Research & Development,Research Scientist,1,Travel_Rarely,No,10,9,8,8
RM525,Research & Development,Healthcare Representative,3,Travel_Rarely,No,8,7,7,7
RM965,Sales,Sales Executive,2,Travel_Rarely,No,10,8,9,6
RM984,Research & Development,Healthcare Representative,2,Travel_Rarely,No,14,11,4,11
RM1040,Human Resources,Human Resources,1,Travel_Rarely,No,2,2,2,2
RM1085,Sales,Sales Executive,3,Travel_Rarely,Yes,10,9,8,6
RM1132,Research & Development,Healthcare Representative,2,Travel_Frequently,No,8,2,7,7
RM1147,Research & Development,Manufacturing Director,2,Travel_Frequently,No,9,7,7,2
RM1180,Research & Development,Research Scientist,2,Travel_Rarely,No,11,8,7,9
RM1209,Research & Development,Laboratory Technician,2,Travel_Rarely,No,15,10,4,13
RM1213,Research & Development,Research Scientist,1,Travel_Rarely,No,10,9,8,7
RM1369,Research & Development,Research Scientist,2,Travel_Frequently,Yes,15,10,6,11
RM038,Sales,Sales Representative,1,Travel_Rarely,No,2,2,2,2
RM509,Research & Development,Research Scientist,2,Travel_Rarely,No,17,11,11,8
RM637,Research & Development,Research Scientist,1,Travel_Frequently,Yes,10,2,7,8
RM730,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,16,10,10,1
RM849,Research & Development,Laboratory Technician,1,Travel_Frequently,No,2,2,2,2
RM1082,Research & Development,Healthcare Representative,3,Travel_Rarely,No,11,8,3,3
RM1131,Research & Development,Laboratory Technician,2,Travel_Rarely,No,10,9,6,8
RM1158,Research & Development,Healthcare Representative,2,Non-Travel,No,14,11,2,9
RM1282,Sales,Sales Executive,2,Travel_Rarely,Yes,10,7,7,7
